q_id,web_list
5295,"[1888, 667, 1885, 1902, 420]"
5296,"[1574, 1204, 667, 18, 807]"
5297,"[1902, 1204, 1563, 18, 1574]"
5298,"[18, 171, 807, 420, 1778]"
5299,"[1885, 876, 869, 1888, 1700]"
5300,"[98, 1713, 96, 97, 46]"
5301,"[992, 1574, 716, 807, 1778]"
5302,"[18, 807, 107, 480, 1574]"
5303,"[1888, 420, 1700, 1902, 876]"
5304,"[18, 1574, 667, 1204, 807]"
5305,"[1888, 1040, 1885, 876, 665]"
5306,"[1885, 1574, 665, 420, 1887]"
5307,"[1885, 1888, 1902, 1197, 1040]"
5308,"[807, 1778, 1197, 18, 1631]"
5309,"[501, 1404, 1484, 18, 523]"
5310,"[1902, 716, 1040, 1574, 1888]"
5311,"[807, 18, 1204, 114, 1574]"
5312,"[1902, 716, 665, 420, 667]"
5313,"[716, 1888, 876, 1670, 1778]"
5314,"[1915, 18, 1573, 807, 1574]"
5315,"[1574, 927, 18, 807, 1543]"
5316,"[1612, 1620, 425, 1193, 620]"
5317,"[1587, 901, 1554, 884, 1521]"
5318,"[18, 723, 1574, 160, 930]"
5319,"[18, 1574, 51, 1573, 847]"
5320,"[1574, 425, 1193, 1620, 1561]"
5321,"[884, 1574, 1249, 807, 723]"
5322,"[18, 1574, 1584, 1930, 1778]"
5323,"[723, 1338, 1666, 1574, 1204]"
5324,"[1591, 723, 1666, 1574, 218]"
5325,"[18, 723, 1574, 1193, 807]"
5326,"[18, 160, 930, 1574, 933]"
5327,"[1587, 18, 1574, 1544, 1564]"
5328,"[1666, 1900, 1584, 911, 1574]"
5329,"[1591, 1592, 1590, 1588, 18]"
5330,"[18, 1929, 1574, 1917, 1934]"
5331,"[18, 501, 1457, 1404, 1915]"
5332,"[1574, 1611, 1917, 1591, 807]"
5333,"[419, 425, 406, 18, 407]"
5334,"[18, 721, 1574, 1591, 807]"
5335,"[1612, 1574, 18, 1778, 1554]"
5336,"[1587, 480, 18, 1573, 48]"
5337,"[1574, 18, 1917, 930, 1267]"
5338,"[1063, 480, 18, 37, 1574]"
5339,"[1666, 1574, 728, 1591, 731]"
5340,"[18, 1249, 1915, 1574, 927]"
5341,"[1574, 1611, 1915, 1584, 18]"
5342,"[1574, 807, 18, 1630, 723]"
5343,"[1885, 927, 470, 620, 1586]"
5344,"[1574, 1193, 18, 1618, 1194]"
5345,"[1666, 1574, 723, 807, 18]"
5346,"[160, 1193, 1029, 1861, 1900]"
5347,"[1574, 18, 927, 37, 1573]"
5348,"[18, 1574, 1855, 1194, 807]"
5349,"[1574, 1033, 18, 739, 43]"
5350,"[1574, 1917, 1915, 18, 1630]"
5351,"[18, 1584, 911, 1574, 1630]"
5352,"[1574, 37, 1882, 1778, 1805]"
5353,"[1574, 1561, 1193, 1543, 1560]"
5354,"[18, 1204, 807, 903, 37]"
5355,"[1567, 901, 1587, 1544, 1543]"
5356,"[1006, 1249, 18, 565, 53]"
5357,"[1574, 1584, 18, 160, 731]"
5358,"[662, 901, 18, 807, 1573]"
5359,"[18, 807, 1574, 1267, 798]"
5360,"[845, 884, 1924, 1266, 1619]"
5361,"[18, 807, 1204, 1573, 445]"
5362,"[665, 1573, 1930, 901, 18]"
5363,"[18, 501, 1567, 37, 1249]"
5364,"[807, 18, 1204, 1573, 1679]"
5365,"[807, 18, 403, 16, 1204]"
5366,"[1679, 18, 807, 1574, 37]"
5367,"[18, 1574, 887, 1573, 884]"
5368,"[1567, 807, 18, 1742, 37]"
5369,"[18, 807, 1574, 661, 1679]"
5370,"[18, 807, 1204, 1544, 662]"
5371,"[1457, 1404, 1249, 1772, 655]"
5372,"[807, 18, 480, 1574, 478]"
5373,"[884, 1619, 1596, 1618, 18]"
5374,"[544, 18, 891, 807, 884]"
5375,"[44, 18, 807, 1204, 16]"
5376,"[18, 1894, 807, 1204, 1574]"
5377,"[1900, 807, 478, 884, 18]"
5378,"[807, 18, 480, 1204, 1574]"
5379,"[1896, 1607, 886, 1629, 1894]"
5380,"[18, 891, 1574, 1691, 501]"
5381,"[18, 1567, 807, 1204, 16]"
5382,"[1573, 807, 18, 1204, 891]"
5383,"[18, 1204, 1249, 1742, 1573]"
5384,"[807, 884, 478, 1204, 1900]"
5385,"[18, 807, 1525, 1574, 1894]"
5386,"[1204, 18, 884, 544, 1573]"
5387,"[544, 341, 891, 1804, 723]"
5388,"[1491, 807, 18, 544, 1619]"
5389,"[807, 18, 1204, 1573, 1491]"
5390,"[807, 18, 1619, 672, 611]"
5391,"[891, 544, 1194, 108, 1457]"
5392,"[807, 1249, 18, 1204, 1266]"
5393,"[480, 18, 807, 1742, 403]"
5394,"[891, 1619, 807, 18, 108]"
5395,"[37, 18, 660, 1574, 807]"
5396,"[1574, 478, 18, 1778, 58]"
5397,"[807, 18, 1204, 1491, 1507]"
5398,"[1567, 807, 18, 1204, 403]"
5399,"[1249, 1915, 807, 1611, 107]"
5400,"[1894, 87, 1574, 1266, 18]"
5401,"[1574, 18, 807, 402, 405]"
5402,"[18, 807, 1006, 1567, 1063]"
5403,"[18, 1567, 807, 1063, 1574]"
5404,"[807, 18, 636, 401, 1573]"
5405,"[18, 1463, 113, 1905, 1542]"
5406,"[18, 132, 807, 1574, 1567]"
5407,"[1586, 1538, 1615, 1563, 884]"
5408,"[1204, 606, 884, 1574, 160]"
5409,"[1586, 1040, 1612, 1193, 1615]"
5410,"[18, 1574, 1534, 1913, 807]"
5411,"[1563, 1622, 1597, 1585, 1583]"
5412,"[1914, 1586, 1040, 1193, 103]"
5413,"[1783, 18, 807, 1903, 57]"
5414,"[95, 100, 1464, 1044, 1208]"
5415,"[1586, 1612, 1615, 1040, 1193]"
5416,"[135, 1764, 111, 468, 1194]"
5417,"[1357, 698, 1342, 1328, 1539]"
5418,"[1574, 807, 18, 1735, 399]"
5419,"[1586, 1615, 1538, 1713, 1556]"
5420,"[557, 1752, 1764, 1755, 1629]"
5421,"[18, 884, 1574, 1619, 1618]"
5422,"[1594, 1903, 807, 1535, 1611]"
5423,"[884, 1537, 18, 1574, 57]"
5424,"[1926, 1539, 1574, 884, 18]"
5425,"[113, 1713, 425, 1563, 811]"
5426,"[407, 406, 807, 18, 565]"
5427,"[1574, 807, 18, 445, 37]"
5428,"[421, 96, 97, 1901, 884]"
5429,"[1525, 1574, 1588, 1893, 1548]"
5430,"[406, 1573, 18, 807, 407]"
5431,"[1912, 1677, 1692, 1560, 1899]"
5432,"[807, 18, 1567, 1573, 1574]"
5433,"[16, 1567, 18, 406, 1618]"
5434,"[425, 933, 930, 419, 160]"
5435,"[1603, 1573, 1596, 1093, 1161]"
5436,"[407, 406, 813, 1630, 18]"
5437,"[807, 425, 1603, 1574, 1778]"
5438,"[406, 18, 407, 425, 807]"
5439,"[407, 1603, 406, 419, 1548]"
5440,"[16, 18, 1249, 1457, 406]"
5441,"[807, 403, 18, 480, 1204]"
5442,"[18, 606, 16, 807, 73]"
5443,"[1893, 425, 1733, 690, 686]"
5444,"[18, 1573, 406, 407, 1548]"
5445,"[369, 1574, 1602, 1603, 807]"
5446,"[1567, 1204, 18, 807, 1573]"
5447,"[807, 18, 1525, 565, 1574]"
5448,"[18, 1893, 807, 425, 1574]"
5449,"[425, 1574, 407, 419, 406]"
5450,"[425, 1249, 407, 406, 18]"
5451,"[807, 1249, 18, 1611, 1536]"
5452,"[18, 407, 406, 1548, 884]"
5453,"[425, 407, 406, 18, 1574]"
5454,"[425, 1893, 1194, 407, 1617]"
5455,"[18, 160, 1588, 156, 1032]"
5456,"[425, 1573, 407, 406, 1893]"
5457,"[18, 807, 1574, 419, 1573]"
5458,"[1204, 1404, 606, 18, 807]"
5459,"[807, 1574, 18, 1006, 1893]"
5460,"[16, 501, 1204, 18, 1404]"
5461,"[807, 18, 160, 1204, 41]"
5462,"[1573, 407, 425, 1603, 406]"
5463,"[406, 407, 425, 18, 884]"
5464,"[1567, 18, 37, 16, 480]"
5465,"[425, 1629, 406, 407, 1589]"
5466,"[16, 1567, 18, 406, 1618]"
5467,"[407, 406, 419, 1573, 807]"
5468,"[407, 18, 1758, 67, 1762]"
5469,"[18, 419, 406, 407, 611]"
5470,"[1904, 1032, 1259, 1916, 1574]"
5471,"[1904, 1589, 1907, 1562, 1899]"
5472,"[1629, 1896, 1573, 18, 1542]"
5473,"[1904, 1589, 1562, 1532, 692]"
5474,"[18, 1573, 1066, 1574, 289]"
5475,"[1904, 1562, 1589, 1896, 1066]"
5476,"[1904, 1589, 1067, 1889, 1896]"
5477,"[419, 1899, 1548, 407, 1589]"
5478,"[1904, 1589, 289, 1587, 1067]"
5479,"[1904, 1573, 1589, 1896, 1562]"
5480,"[1907, 1589, 807, 1904, 289]"
5481,"[1897, 1922, 1066, 1896, 1916]"
5482,"[807, 1573, 54, 57, 58]"
5483,"[407, 406, 1249, 18, 1573]"
5484,"[1922, 1897, 18, 1907, 807]"
5485,"[807, 18, 1573, 1567, 16]"
5486,"[1589, 1904, 1562, 1907, 1532]"
5487,"[1589, 1904, 289, 1562, 1573]"
5488,"[1066, 289, 807, 1574, 58]"
5489,"[18, 1567, 807, 403, 480]"
5490,"[1904, 1589, 1907, 1562, 1532]"
5491,"[18, 1611, 677, 692, 1585]"
5492,"[807, 18, 1562, 1589, 1574]"
5493,"[1589, 1904, 1066, 1562, 1573]"
5494,"[1904, 1589, 1066, 1067, 1896]"
5495,"[807, 16, 1249, 1567, 48]"
5496,"[1904, 1589, 1191, 1562, 1573]"
5497,"[289, 1904, 1589, 1562, 1532]"
5498,"[1589, 1562, 1904, 692, 1532]"
5499,"[692, 1589, 1194, 1896, 1563]"
5500,"[1066, 1916, 1589, 289, 1921]"
5501,"[1589, 1904, 289, 1562, 1907]"
5502,"[116, 807, 1897, 1922, 1907]"
5503,"[289, 18, 108, 544, 884]"
5504,"[807, 1589, 1573, 1907, 1532]"
5505,"[18, 807, 57, 54, 58]"
5506,"[1562, 1532, 1589, 1904, 1491]"
5507,"[1573, 1611, 692, 1904, 1589]"
5508,"[18, 807, 1573, 884, 1204]"
5509,"[1722, 1018, 92, 1934, 1266]"
5510,"[1567, 18, 807, 1574, 16]"
5511,"[1904, 1589, 1921, 1066, 1562]"
5512,"[18, 807, 1574, 57, 58]"
5513,"[1907, 1904, 1589, 1067, 289]"
5514,"[1900, 807, 18, 1574, 649]"
5515,"[18, 807, 1725, 1204, 1574]"
5516,"[1805, 1255, 1882, 453, 1751]"
5517,"[1019, 1725, 807, 665, 478]"
5518,"[807, 18, 1567, 1204, 661]"
5519,"[1574, 425, 807, 18, 1197]"
5520,"[1019, 398, 1725, 1560, 1619]"
5521,"[1574, 18, 798, 1019, 639]"
5522,"[1574, 807, 1204, 18, 723]"
5523,"[1019, 1725, 398, 1267, 632]"
5524,"[531, 593, 1508, 1509, 1300]"
5525,"[807, 18, 1574, 1204, 1861]"
5526,"[500, 807, 18, 1574, 1455]"
5527,"[807, 1573, 1896, 665, 1934]"
5528,"[807, 18, 1861, 425, 1863]"
5529,"[18, 1204, 807, 1006, 16]"
5530,"[1725, 1863, 655, 1861, 1019]"
5531,"[18, 807, 1204, 1573, 33]"
5532,"[1574, 884, 54, 58, 57]"
5533,"[807, 1567, 403, 18, 480]"
5534,"[53, 1267, 425, 1574, 1638]"
5535,"[18, 1204, 1723, 807, 1567]"
5536,"[531, 18, 1900, 1509, 1438]"
5537,"[886, 807, 1204, 1666, 853]"
5538,"[18, 807, 649, 1574, 632]"
5539,"[18, 606, 1204, 1934, 807]"
5540,"[18, 1861, 807, 425, 1567]"
5541,"[740, 844, 748, 1560, 18]"
5542,"[1019, 1574, 1725, 886, 1607]"
5543,"[886, 1629, 1896, 18, 1193]"
5544,"[443, 18, 480, 1679, 403]"
5545,"[1019, 1186, 1725, 374, 853]"
5546,"[18, 807, 1573, 1204, 1574]"
5547,"[1574, 807, 18, 425, 1560]"
5548,"[18, 807, 1204, 1574, 649]"
5549,"[501, 807, 403, 18, 1404]"
5550,"[807, 18, 1574, 649, 403]"
5551,"[18, 807, 649, 1574, 884]"
5552,"[1103, 1255, 1635, 1851, 1850]"
5553,"[1574, 18, 160, 425, 1543]"
5554,"[1721, 1773, 672, 1804, 18]"
5555,"[807, 18, 1573, 1574, 1204]"
5556,"[933, 1574, 420, 160, 18]"
5557,"[322, 1917, 1640, 320, 1698]"
5558,"[18, 807, 1574, 884, 1539]"
5559,"[18, 1721, 807, 723, 341]"
5560,"[1574, 18, 927, 160, 57]"
5561,"[807, 18, 1574, 927, 1567]"
5562,"[1905, 1627, 1613, 1587, 1612]"
5563,"[1905, 331, 1035, 1193, 1033]"
5564,"[1567, 18, 807, 403, 1574]"
5565,"[807, 18, 403, 1204, 1567]"
5566,"[1574, 1193, 1927, 927, 1033]"
5567,"[1587, 1896, 884, 1613, 886]"
5568,"[1587, 1922, 1897, 1627, 1905]"
5569,"[1567, 1587, 1554, 1905, 1627]"
5570,"[37, 1567, 18, 1204, 1574]"
5571,"[1899, 1892, 1907, 1692, 1573]"
5572,"[807, 927, 1587, 1574, 18]"
5573,"[1905, 1627, 1613, 1629, 1069]"
5574,"[18, 1574, 1567, 37, 807]"
5575,"[1900, 1574, 113, 1543, 1193]"
5576,"[1587, 1922, 1897, 1535, 884]"
5577,"[807, 927, 1567, 1922, 1897]"
5578,"[1613, 1905, 1627, 1587, 1629]"
5579,"[807, 527, 1204, 1574, 18]"
5580,"[1588, 1885, 1193, 1906, 1574]"
5581,"[18, 807, 1574, 639, 333]"
5582,"[18, 807, 1204, 1573, 1574]"
5583,"[1897, 1922, 1567, 1587, 18]"
5584,"[1896, 886, 1193, 1574, 901]"
5585,"[807, 1573, 1204, 1574, 1611]"
5586,"[927, 1587, 807, 18, 1574]"
5587,"[18, 807, 1539, 1922, 1897]"
5588,"[807, 1574, 18, 1587, 1204]"
5589,"[1905, 1627, 1613, 1554, 1587]"
5590,"[18, 807, 54, 58, 57]"
5591,"[927, 1193, 670, 1194, 1620]"
5592,"[1927, 1389, 1892, 160, 933]"
5593,"[1922, 1897, 1905, 1627, 1587]"
5594,"[18, 1574, 1587, 927, 807]"
5595,"[1033, 1193, 1574, 1882, 1069]"
5596,"[1907, 1574, 670, 1899, 1554]"
5597,"[1897, 1922, 1587, 18, 48]"
5598,"[1587, 1069, 1033, 807, 1574]"
5599,"[1193, 18, 1574, 1927, 1897]"
5600,"[18, 807, 1567, 1574, 1063]"
5601,"[1897, 1922, 1542, 1588, 1564]"
5602,"[807, 18, 1574, 884, 1713]"
5603,"[1573, 48, 807, 1587, 18]"
5604,"[1071, 413, 18, 807, 1574]"
5605,"[1906, 1588, 18, 1573, 901]"
5606,"[18, 501, 480, 160, 1574]"
5607,"[419, 18, 1596, 106, 1574]"
5608,"[18, 1453, 1071, 503, 1588]"
5609,"[18, 672, 1573, 478, 1204]"
5610,"[103, 1071, 1573, 18, 1751]"
5611,"[1573, 48, 807, 18, 1574]"
5612,"[1574, 1934, 1573, 665, 1926]"
5613,"[807, 1573, 48, 43, 18]"
5614,"[1587, 1573, 1713, 48, 1204]"
5615,"[1573, 1574, 14, 337, 18]"
5616,"[807, 1573, 1587, 1713, 48]"
5617,"[18, 1646, 1587, 1627, 667]"
5618,"[1573, 18, 807, 1204, 606]"
5619,"[1573, 807, 18, 1924, 1574]"
5620,"[1160, 1078, 301, 1713, 336]"
5621,"[807, 18, 1204, 606, 114]"
5622,"[344, 1160, 1574, 1543, 1713]"
5623,"[1573, 48, 1613, 1587, 807]"
5624,"[1627, 1905, 1587, 1922, 1897]"
5625,"[1574, 18, 807, 48, 1713]"
5626,"[18, 807, 1713, 1573, 1574]"
5627,"[1907, 1561, 1564, 1560, 1489]"
5628,"[1573, 18, 807, 1934, 337]"
5629,"[1567, 403, 18, 807, 1204]"
5630,"[18, 807, 798, 41, 31]"
5631,"[1713, 18, 1204, 1160, 1574]"
5632,"[1898, 1730, 1718, 426, 1380]"
5633,"[1587, 1573, 48, 1574, 1713]"
5634,"[18, 807, 1713, 1573, 1574]"
5635,"[18, 807, 1926, 1588, 1574]"
5636,"[18, 1574, 1563, 1204, 1713]"
5637,"[18, 807, 1573, 48, 1204]"
5638,"[807, 18, 1204, 48, 1573]"
5639,"[1588, 18, 807, 1574, 1885]"
5640,"[1567, 16, 37, 1204, 18]"
5641,"[1272, 1573, 1574, 14, 337]"
5642,"[807, 18, 1573, 1204, 48]"
5643,"[1713, 1564, 1489, 1528, 1529]"
5644,"[1906, 1588, 1899, 1916, 1589]"
5645,"[1574, 1887, 1701, 1713, 1888]"
5646,"[1922, 1897, 1193, 1544, 1543]"
5647,"[1160, 1193, 1586, 1560, 1588]"
5648,"[1534, 1574, 18, 1922, 1897]"
5649,"[542, 1907, 18, 1463, 1208]"
5650,"[901, 1613, 18, 1573, 662]"
5651,"[18, 160, 1193, 884, 51]"
5652,"[884, 1563, 1536, 1564, 1554]"
5653,"[1574, 18, 1193, 446, 160]"
5654,"[807, 1574, 160, 1611, 527]"
5655,"[1901, 1620, 1520, 1547, 1193]"
5656,"[18, 1700, 807, 1554, 410]"
5657,"[1897, 1922, 1584, 1194, 48]"
5658,"[1596, 1067, 1098, 1574, 57]"
5659,"[1193, 1561, 1560, 1528, 1542]"
5660,"[1588, 1670, 1927, 1561, 1885]"
5661,"[723, 18, 1900, 365, 807]"
5662,"[1193, 1041, 1054, 1574, 1029]"
5663,"[1193, 1897, 1922, 1567, 18]"
5664,"[160, 927, 156, 930, 670]"
5665,"[1574, 1905, 1554, 1193, 927]"
5666,"[18, 1574, 807, 37, 1567]"
5667,"[18, 1567, 606, 594, 542]"
5668,"[1922, 1897, 156, 807, 169]"
5669,"[807, 18, 1587, 1574, 1573]"
5670,"[807, 18, 1204, 54, 57]"
5671,"[1574, 807, 54, 57, 58]"
5672,"[1574, 884, 160, 1587, 1573]"
5673,"[160, 1900, 1543, 930, 670]"
5674,"[1922, 1897, 18, 1573, 807]"
5675,"[1670, 613, 1672, 1574, 415]"
5676,"[661, 18, 37, 1567, 1574]"
5677,"[1567, 807, 1204, 18, 1573]"
5678,"[403, 1742, 807, 1574, 468]"
5679,"[1670, 1701, 665, 1201, 1320]"
5680,"[403, 1567, 807, 1249, 1574]"
5681,"[403, 1574, 1320, 18, 420]"
5682,"[18, 1204, 807, 420, 1888]"
5683,"[420, 1888, 1902, 1778, 876]"
5684,"[665, 884, 1197, 1888, 124]"
5685,"[1574, 868, 1573, 18, 667]"
5686,"[1888, 124, 420, 1670, 1701]"
5687,"[18, 807, 884, 798, 665]"
5688,"[749, 118, 602, 793, 1199]"
5689,"[1559, 1516, 1524, 1670, 420]"
5690,"[18, 807, 793, 665, 420]"
5691,"[904, 124, 1888, 420, 665]"
5692,"[1028, 794, 1925, 480, 793]"
5693,"[665, 884, 807, 667, 18]"
5694,"[18, 420, 1204, 667, 1700]"
5695,"[1201, 98, 126, 1700, 1541]"
5696,"[807, 1573, 1717, 58, 57]"
5697,"[124, 904, 1887, 420, 1520]"
5698,"[420, 1888, 124, 1700, 1902]"
5699,"[18, 807, 667, 1320, 749]"
5700,"[420, 1888, 1197, 18, 1902]"
5701,"[1320, 749, 647, 403, 807]"
5702,"[1888, 420, 665, 1891, 1516]"
5703,"[807, 1204, 18, 403, 1679]"
5704,"[1670, 1701, 1320, 1199, 158]"
5705,"[667, 807, 18, 798, 884]"
5706,"[1301, 18, 1474, 1805, 1506]"
5707,"[1320, 933, 930, 749, 242]"
5708,"[18, 807, 1574, 403, 1320]"
5709,"[1320, 807, 403, 480, 18]"
5710,"[665, 921, 420, 772, 155]"
5711,"[18, 403, 1063, 606, 468]"
5712,"[807, 18, 16, 1204, 667]"
5713,"[1888, 420, 1902, 1887, 1628]"
5714,"[420, 1888, 1320, 1197, 665]"
5715,"[848, 73, 1246, 884, 1708]"
5716,"[73, 807, 468, 640, 1717]"
5717,"[881, 1701, 97, 96, 1631]"
5718,"[881, 96, 97, 1701, 1631]"
5719,"[403, 18, 807, 1574, 480]"
5720,"[468, 1574, 73, 18, 1888]"
5721,"[807, 1574, 18, 403, 48]"
5722,"[425, 1574, 1524, 1193, 1559]"
5723,"[1586, 425, 708, 1556, 1713]"
5724,"[1567, 1574, 18, 807, 1778]"
5725,"[403, 1495, 1500, 1573, 18]"
5726,"[18, 1040, 1043, 107, 807]"
5727,"[278, 602, 1713, 1584, 1595]"
5728,"[1026, 1025, 169, 161, 937]"
5729,"[364, 807, 51, 1643, 1193]"
5730,"[1040, 1588, 1885, 1219, 1524]"
5731,"[1554, 1586, 1033, 1538, 1556]"
5732,"[1029, 105, 1202, 410, 1041]"
5733,"[169, 1025, 156, 921, 1672]"
5734,"[1193, 161, 1025, 921, 160]"
5735,"[1586, 1554, 1033, 1041, 1556]"
5736,"[1700, 425, 1670, 160, 1588]"
5737,"[1204, 1574, 807, 884, 18]"
5738,"[1554, 425, 1574, 160, 1538]"
5739,"[425, 1574, 1885, 1193, 1587]"
5740,"[1193, 1043, 1026, 887, 55]"
5741,"[425, 18, 1574, 353, 160]"
5742,"[452, 1677, 606, 18, 807]"
5743,"[1025, 169, 1029, 1672, 920]"
5744,"[1040, 1586, 1612, 289, 1193]"
5745,"[1025, 1026, 169, 161, 18]"
5746,"[1025, 169, 161, 1026, 1672]"
5747,"[1040, 1193, 1574, 425, 885]"
5748,"[807, 446, 1902, 1900, 420]"
5749,"[1193, 18, 607, 1043, 364]"
5750,"[18, 1574, 453, 425, 1564]"
5751,"[405, 1026, 1302, 1438, 672]"
5752,"[18, 1574, 807, 395, 457]"
5753,"[1043, 1193, 1029, 1026, 156]"
5754,"[18, 1586, 1574, 1587, 1193]"
5755,"[160, 156, 169, 930, 1029]"
5756,"[1929, 37, 903, 18, 1574]"
5757,"[708, 691, 386, 1697, 1574]"
5758,"[1574, 1587, 1469, 1586, 1458]"
5759,"[1574, 18, 884, 91, 1573]"
5760,"[160, 930, 156, 921, 1855]"
5761,"[1438, 18, 1574, 1778, 1588]"
5762,"[728, 1667, 1666, 738, 1079]"
5763,"[1846, 1809, 452, 1026, 359]"
5764,"[1449, 1079, 18, 903, 807]"
5765,"[1588, 1030, 1054, 834, 403]"
5766,"[1809, 1929, 1495, 1590, 1193]"
5767,"[160, 420, 171, 1194, 1915]"
5768,"[885, 1590, 1666, 1680, 903]"
5769,"[1666, 1592, 425, 1680, 18]"
5770,"[425, 407, 406, 1574, 1929]"
5771,"[1574, 1603, 885, 470, 620]"
5772,"[160, 1029, 930, 1861, 1620]"
5773,"[1004, 1003, 240, 232, 261]"
5774,"[1079, 340, 954, 339, 1052]"
5775,"[1666, 807, 1449, 1079, 18]"
5776,"[807, 1304, 1249, 884, 1574]"
5777,"[1574, 18, 807, 480, 1723]"
5778,"[1567, 37, 18, 403, 903]"
5779,"[1915, 807, 18, 885, 1584]"
5780,"[1574, 18, 807, 403, 1054]"
5781,"[1666, 1574, 738, 1054, 1691]"
5782,"[1574, 18, 885, 258, 807]"
5783,"[402, 1267, 405, 807, 17]"
5784,"[1915, 1574, 807, 18, 1730]"
5785,"[807, 18, 1573, 1204, 884]"
5786,"[884, 807, 1573, 18, 1567]"
5787,"[1049, 1052, 885, 1911, 1193]"
5788,"[1574, 807, 1666, 18, 1584]"
5789,"[18, 807, 1267, 1574, 1004]"
5790,"[1567, 1043, 1592, 1773, 1032]"
5791,"[807, 403, 1204, 1574, 18]"
5792,"[1680, 218, 408, 216, 231]"
5793,"[18, 1204, 807, 723, 1573]"
5794,"[1592, 1929, 18, 1680, 1043]"
5795,"[807, 480, 18, 1204, 1574]"
5796,"[1929, 1204, 18, 1404, 1772]"
5797,"[1249, 18, 1204, 1772, 16]"
5798,"[807, 18, 1574, 884, 1611]"
5799,"[1574, 51, 847, 1666, 885]"
5800,"[1249, 807, 1574, 18, 884]"
5801,"[807, 1574, 18, 1449, 1404]"
5802,"[18, 1918, 1933, 1061, 1207]"
5803,"[1680, 51, 847, 1592, 1666]"
5804,"[1573, 18, 1204, 16, 807]"
5805,"[1567, 1573, 18, 16, 480]"
5806,"[1915, 1054, 1030, 1344, 18]"
5807,"[807, 18, 1573, 798, 1574]"
5808,"[18, 1573, 1567, 480, 1666]"
5809,"[807, 18, 927, 1929, 723]"
5810,"[807, 18, 1204, 1574, 1573]"
5811,"[1592, 1680, 1929, 1043, 18]"
5812,"[1680, 1929, 388, 18, 807]"
5813,"[1680, 1573, 1592, 1929, 407]"
5814,"[1680, 1054, 1666, 1900, 722]"
5815,"[1855, 1846, 1592, 1929, 665]"
5816,"[18, 1929, 1666, 807, 1574]"
5817,"[1204, 18, 1592, 1567, 1404]"
5818,"[1666, 18, 1592, 1043, 1574]"
5819,"[807, 403, 18, 1204, 1567]"
5820,"[807, 18, 1929, 1900, 1573]"
5821,"[18, 807, 1574, 1915, 1584]"
5822,"[1917, 278, 1049, 1584, 1666]"
5823,"[807, 1204, 18, 1900, 1573]"
5824,"[807, 1574, 51, 1573, 18]"
5825,"[1574, 1592, 1054, 1591, 1042]"
5826,"[1929, 1592, 1043, 1680, 1918]"
5827,"[18, 807, 1574, 407, 1915]"
5828,"[807, 18, 1611, 723, 1929]"
5829,"[1804, 1564, 18, 1680, 1555]"
5830,"[425, 1563, 1929, 1194, 807]"
5831,"[1680, 1666, 807, 1054, 721]"
5832,"[1680, 1054, 721, 1666, 322]"
5833,"[18, 807, 1204, 1573, 721]"
5834,"[1043, 1193, 1680, 1929, 1666]"
5835,"[1929, 807, 1900, 884, 425]"
5836,"[1863, 611, 807, 1194, 57]"
5837,"[1573, 807, 1574, 57, 54]"
5838,"[1618, 926, 1602, 1574, 1157]"
5839,"[1276, 1619, 1618, 884, 825]"
5840,"[425, 807, 1574, 1588, 1560]"
5841,"[54, 58, 57, 425, 1194]"
5842,"[807, 18, 1574, 1204, 1846]"
5843,"[1344, 18, 171, 1204, 1611]"
5844,"[926, 1574, 1194, 1618, 1612]"
5845,"[1906, 1588, 1612, 1885, 1620]"
5846,"[425, 1574, 1194, 1193, 421]"
5847,"[1457, 1906, 1588, 1473, 1611]"
5848,"[1042, 1574, 1030, 1666, 1054]"
5849,"[1043, 1526, 420, 1520, 1561]"
5850,"[374, 369, 265, 723, 1915]"
5851,"[18, 1618, 1560, 1574, 1573]"
5852,"[1567, 1529, 1588, 1528, 1564]"
5853,"[425, 1574, 1906, 1629, 901]"
5854,"[18, 1428, 501, 807, 1249]"
5855,"[885, 1915, 1603, 1066, 425]"
5856,"[1561, 1534, 1560, 1529, 1564]"
5857,"[1603, 886, 728, 1666, 1052]"
5858,"[1567, 16, 606, 1603, 48]"
5859,"[1588, 1193, 1584, 1574, 1030]"
5860,"[1620, 1193, 425, 1574, 1030]"
5861,"[1560, 407, 406, 558, 569]"
5862,"[1618, 445, 1906, 901, 510]"
5863,"[1603, 1778, 1194, 1919, 1574]"
5864,"[1567, 1249, 1773, 1560, 1915]"
5865,"[18, 1588, 1618, 1906, 1885]"
5866,"[1906, 510, 1473, 1588, 1111]"
5867,"[1916, 1030, 1574, 18, 1588]"
5868,"[1936, 1603, 1276, 1611, 1157]"
5869,"[1574, 933, 1194, 1602, 620]"
5870,"[18, 1574, 1885, 807, 1906]"
5871,"[18, 1249, 1906, 1588, 16]"
5872,"[1618, 884, 18, 885, 900]"
5873,"[807, 1574, 1573, 1204, 18]"
5874,"[115, 160, 1194, 807, 18]"
5875,"[115, 1194, 425, 807, 620]"
5876,"[807, 1825, 58, 54, 57]"
5877,"[1249, 1404, 18, 501, 1304]"
5878,"[406, 425, 421, 1534, 419]"
5879,"[884, 1629, 1573, 18, 1193]"
5880,"[1591, 1638, 1917, 18, 975]"
5881,"[1033, 977, 1613, 1069, 975]"
5882,"[1567, 18, 807, 1574, 1063]"
5883,"[1039, 821, 1917, 1574, 18]"
5884,"[1567, 18, 1574, 807, 892]"
